"lon","lat","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
-76.470656,44.247084,6.93745851516724,9.73629188537598,25.0909481048584,1038.640625,26.0547504425049,-12.7492504119873,38.8040008544922,9.3276252746582,-1.05795848369598,19.2558746337891,-6.20574998855591,975,101,65,14.636794090271,290,211,228,232
-76.011542,45.35123,5.33206272125244,10.6004581451416,24.6548080444336,1160.32727050781,26.2872505187988,-16.7082500457764,42.9954986572266,18.0102500915527,-3.25712513923645,18.8937911987305,-9.6812915802002,885,91,52,16.0952625274658,260,174,258,186
-67.922683,46.569864,3.80067706108093,11.4450206756592,26.7608661651611,1118.30786132812,24.705249786377,-18.0625,42.767749786377,16.0679168701172,-4.35887479782104,17.0969161987305,-10.6079578399658,964,101,51,18.8540782928467,293,180,290,199
-72.48087,43.143764,7.2185001373291,12.4603748321533,31.0335922241211,997.739501953125,27.3327503204346,-12.8184995651245,40.1512489318848,17.0056247711182,-4.36254167556763,19.2064590454102,-5.50349998474121,1098,102,72,9.1442756652832,293,241,292,246
-79.676449,45.028727,5.58475017547607,9.71583366394043,25.2602062225342,1050.99157714844,24.40625,-14.0567502975464,38.4630012512207,-4.26720809936523,-2.57108330726624,17.9120006561279,-7.78145837783813,1071,114,69,18.9642677307129,330,211,235,293
-79.916361,40.43998,11.1072082519531,12.4455413818359,34.1284637451172,909.136962890625,29.6822490692139,-6.78450012207031,36.4667510986328,20.0857906341553,-0.366750031709671,22.0642910003662,-0.366750031709671,979,101,59,17.6192817687988,300,195,291,195
-68.756825,44.880644,6.43913555145264,11.6441040039062,28.6259460449219,1021.75909423828,26.5622501373291,-14.1145000457764,40.6767501831055,1.86112499237061,-5.38958358764648,18.7733745574951,-6.62904167175293,1049,100,68,9.79432582855225,286,228,267,247
-71.094447,42.066164,9.80717658996582,11.0044794082642,30.5584487915039,904.438781738281,28.1857490539551,-7.82550001144409,36.0112495422363,1.17837500572205,18.3689994812012,20.9246253967285,-1.42599999904633,1203,114,89,8.2753734588623,328,270,279,308
-77.706869,43.996736,8.30345821380615,8.79895877838135,26.1449680328369,885.182800292969,25.6077499389648,-8.04675006866455,33.6544990539551,10.8177919387817,-2.17537498474121,19.0727500915527,-2.27191662788391,874,92,52,15.1793375015259,258,180,213,197
-93.182681,45.408372,6.26793718338013,11.9907083511353,26.3286113739014,1210.31774902344,27.914249420166,-17.6282501220703,45.5424995422363,20.2975826263428,-9.57804203033447,20.2975826263428,-9.57804203033447,744,112,20,52.7925567626953,312,68,312,68
-80.245316,45.359092,5.6512188911438,8.53572940826416,23.4990310668945,1028.67883300781,23.3212490081787,-13.0024995803833,36.3237495422363,1.69141674041748,17.8207511901855,17.8207511901855,-7.31191635131836,1042,120,63,22.1717052459717,334,210,210,295
-74.728603,42.317698,6.1324896812439,11.2867298126221,30.449535369873,953.354614257812,24.6935005187988,-12.3734998703003,37.0670013427734,15.4025001525879,-5.02520847320557,17.4341659545898,-6.01454162597656,1072,108,62,15.79248046875,317,212,308,212
-79.098224,44.820238,5.45543766021729,10.8102922439575,26.8092460632324,1068.20556640625,25.355749130249,-14.9672498703003,40.322998046875,7.70208358764648,-2.53600001335144,17.9901256561279,-8.18154144287109,1037,106,64,14.693922996521,298,206,253,252
-75.182742,42.952884,6.67194795608521,11.060396194458,29.2289905548096,983.855529785156,25.7259998321533,-12.1145000457764,37.8404998779297,16.3740825653076,-4.82958316802979,18.4171257019043,-5.84187507629395,1131,113,67,13.6748819351196,310,232,305,237
-93.198443,45.400866,6.26793718338013,11.9907083511353,26.3286113739014,1210.31774902344,27.914249420166,-17.6282501220703,45.5424995422363,20.2975826263428,-9.57804203033447,20.2975826263428,-9.57804203033447,744,112,20,52.7925567626953,312,68,312,68
-80.793843,44.540397,6.17620849609375,8.89858341217041,25.2345428466797,979.380554199219,24.1002502441406,-11.1632499694824,35.263500213623,-2.88191652297974,4.41424989700317,17.8064575195312,-6.03949975967407,1093,119,70,19.7681674957275,350,226,234,319
-76.12916,45.584219,4.81471872329712,10.6748123168945,24.6658210754395,1157.28332519531,25.8067493438721,-17.4710006713867,43.2777481079102,17.5193748474121,-9.1331672668457,18.3393745422363,-10.1242084503174,951,93,58,14.8121824264526,274,190,270,201
-78.294638,44.475605,5.94424962997437,10.8192081451416,26.9337215423584,1054.44128417969,25.9287490844727,-14.2410001754761,40.169750213623,7.93145799636841,-1.72287499904633,18.4420833587646,-7.52666664123535,910,92,55,14.2448129653931,259,185,236,201
-80.925739,44.326953,6.14568758010864,9.58316707611084,26.114839553833,993.576477050781,24.9057502746582,-11.7904996871948,36.6962509155273,-3.04375004768372,-1.77016651630402,17.9189586639404,-6.24583339691162,1097,109,71,15.2150945663452,321,224,261,294
-116.890589,42.560636,7.27022933959961,15.3597917556763,40.232048034668,811.727172851562,29.7372493743896,-8.44075012207031,38.1780014038086,-0.883749961853027,17.833625793457,17.833625793457,-2.2033748626709,341,40,12,31.2727165222168,116,46,46,106
-122.592773,40.553837,13.9032192230225,14.9745206832886,45.8693885803223,672.580627441406,33.6622505187988,1.01625001430511,32.6459999084473,7.0571665763855,22.3182506561279,22.560209274292,6.50724983215332,1144,207,5,80.7160034179688,566,34,47,556
-76.011344,45.350536,5.33206272125244,10.6004581451416,24.6548080444336,1160.32727050781,26.2872505187988,-16.7082500457764,42.9954986572266,18.0102500915527,-3.25712513923645,18.8937911987305,-9.6812915802002,885,91,52,16.0952625274658,260,174,258,186
-75.893223,45.572276,4.65638542175293,10.6236877441406,24.6713943481445,1153.64929199219,25.5445003509521,-17.5162506103516,43.0607528686523,13.3030834197998,-9.2165002822876,18.1367492675781,-10.2289581298828,1012,98,64,14.2155494689941,287,201,281,213
-78.681764,41.404479,7.69906234741211,11.9636249542236,32.9755859375,910.449096679688,26.2810001373291,-9.9992504119873,36.2802505493164,16.5324993133545,-3.89304184913635,18.5574588775635,-3.89304184913635,1117,124,65,17.6897315979004,341,223,337,223
-75.888774,45.569802,4.65638542175293,10.6236877441406,24.6713943481445,1153.64929199219,25.5445003509521,-17.5162506103516,43.0607528686523,13.3030834197998,-9.2165002822876,18.1367492675781,-10.2289581298828,1012,98,64,14.2155494689941,287,201,281,213
-75.890078,45.569587,4.65638542175293,10.6236877441406,24.6713943481445,1153.64929199219,25.5445003509521,-17.5162506103516,43.0607528686523,13.3030834197998,-9.2165002822876,18.1367492675781,-10.2289581298828,1012,98,64,14.2155494689941,287,201,281,213
-68.293259,46.541676,3.52686476707458,11.9551458358765,26.896017074585,1134.47229003906,24.6892509460449,-19.7602500915527,44.4495010375977,15.9507503509521,-9.95899963378906,16.9177093505859,-11.2059164047241,946,102,49,20.2247772216797,292,173,286,192
-75.418671,40.98971,9.14013576507568,12.0246458053589,32.7718467712402,922.455078125,27.9685001373291,-8.72350025177002,36.6920013427734,17.8976249694824,-1.61466681957245,20.2342491149902,-2.4537501335144,1182,120,72,13.2259864807129,337,247,323,247
